i,j,lat,lon,region,good,fair,poor,cfactor
412,631,50.874636,-115.681936,Cranbrook,100,55,33,1.52
367,604,49.84994,-116.599792,Cranbrook,100,55,33,1.52
345,642,49.369952,-115.270808,Cranbrook,100,55,33,1.52
333,631,49.097304,-115.644096,Cranbrook,100,55,33,1.52
340,653,49.2588,-114.891432,Cranbrook,100,55,33,1.52
337,638,49.18914,-115.4058,Cranbrook,100,55,33,1.52
385,624,50.26476,-115.914552,Cranbrook,100,55,33,1.52
356,642,49.617444,-115.27392,Cranbrook,100,55,33,1.52
349,632,49.457568,-115.617032,Cranbrook,100,55,33,1.52
359,647,49.685724,-115.101368,Cranbrook,100,55,33,1.52
385,613,50.259828,-116.300848,Cranbrook,100,55,33,1.52
345,632,49.367576,-115.615224,Cranbrook,100,55,33,1.52
376,632,50.065016,-115.629376,Cranbrook,100,55,33,1.52
395,614,50.485276,-116.273584,Cranbrook,100,55,33,1.52
373,642,49.999928,-115.278792,Cranbrook,100,55,33,1.52
336,639,49.166864,-115.37116,Cranbrook,100,55,33,1.52
354,616,49.56396,-116.172704,Cranbrook,100,55,33,1.52
413,630,50.896816,-115.718056,Cranbrook,100,55,33,1.52
822,309,59.245572,-130.13092,Dease_Lake,100,55,33,1.36
793,303,58.579472,-130.111792,Dease_Lake,100,55,33,1.36
809,312,58.974288,-129.880968,Dease_Lake,100,55,33,1.36
761,314,57.927524,-129.365624,Dease_Lake,100,55,33,1.36
810,295,58.91338,-130.610272,Dease_Lake,100,55,33,1.36
754,282,57.620164,-130.616872,Dease_Lake,100,55,33,1.36
805,322,58.933212,-129.420024,Dease_Lake,100,55,33,1.36
806,288,58.790504,-130.866368,Dease_Lake,100,55,33,1.36
792,308,58.581492,-129.892728,Dease_Lake,100,55,33,1.36
782,311,58.375776,-129.676152,Dease_Lake,100,55,33,1.36
781,287,58.237364,-130.66608,Dease_Lake,100,55,33,1.36
807,339,59.054016,-128.714128,Dease_Lake,100,55,33,1.36
813,284,58.92346,-131.104312,Dease_Lake,100,55,33,1.36
822,310,59.250404,-130.088208,Dease_Lake,100,55,33,1.36
784,297,58.352636,-130.27864,Dease_Lake,100,55,33,1.36
824,316,59.323104,-129.850408,Dease_Lake,100,55,33,1.36
807,299,58.86738,-130.412376,Dease_Lake,100,55,33,1.36
823,321,59.324704,-129.626832,Dease_Lake,100,55,33,1.36
812,290,58.932128,-130.84108,Dease_Lake,100,55,33,1.36
814,295,59.001112,-130.649208,Dease_Lake,100,55,33,1.36
783,307,58.37886,-129.852272,Dease_Lake,100,55,33,1.36
788,300,58.455096,-130.190792,Dease_Lake,100,55,33,1.36
813,285,58.928588,-131.062112,Dease_Lake,100,55,33,1.36
807,312,58.93032,-129.862408,Dease_Lake,100,55,33,1.36
791,323,58.629516,-129.252992,Dease_Lake,100,55,33,1.36
808,292,58.854512,-130.717448,Dease_Lake,100,55,33,1.36
802,316,58.839252,-129.647096,Dease_Lake,100,55,33,1.36
813,336,59.173044,-128.894408,Dease_Lake,100,55,33,1.36
791,302,58.530696,-130.135072,Dease_Lake,100,55,33,1.36
761,294,57.832896,-130.19,Dease_Lake,100,55,33,1.36
776,284,58.112672,-130.742576,Dease_Lake,100,55,33,1.36
763,310,57.95302,-129.54844,Dease_Lake,100,55,33,1.36
812,304,59.001652,-130.24852,Dease_Lake,100,55,33,1.36
818,302,59.123584,-130.390928,Dease_Lake,100,55,33,1.36
765,313,58.010980000000004,-129.441928,Dease_Lake,100,55,33,1.36
795,321,58.708428,-129.372768,Dease_Lake,100,55,33,1.36
771,294,58.052516,-130.28212,Dease_Lake,100,55,33,1.36
763,303,57.920084,-129.83748,Dease_Lake,100,55,33,1.36
768,295,57.991508,-130.213088,Dease_Lake,100,55,33,1.36
801,335,58.903984,-128.832688,Dease_Lake,100,55,33,1.36
787,329,58.568532,-128.965472,Dease_Lake,100,55,33,1.36
791,288,58.461672,-130.720392,Dease_Lake,100,55,33,1.36
773,326,58.246452,-128.970888,Dease_Lake,100,55,33,1.36
814,320,59.122004,-129.586816,Dease_Lake,100,55,33,1.36
769,296,58.018332,-130.181,Dease_Lake,100,55,33,1.36
796,317,58.711904,-129.550464,Dease_Lake,100,55,33,1.36
761,309,57.90434,-129.572112,Dease_Lake,100,55,33,1.36
758,294,57.766996,-130.162576,Dease_Lake,100,55,33,1.36
809,327,59.044268,-129.243288,Dease_Lake,100,55,33,1.36
754,291,57.664548,-130.248992,Dease_Lake,100,55,33,1.36
737,448,57.892984,-123.616248,Fort_Nelson,100,55,33,1.9
724,487,57.701968,-121.922088,Fort_Nelson,100,55,33,1.9
773,432,58.6486,-124.49568,Fort_Nelson,100,55,33,1.9
827,409,59.77432,-125.841128,Fort_Nelson,100,55,33,1.9
764,424,58.42298,-124.781496,Fort_Nelson,100,55,33,1.9
751,498,58.331012,-121.57256,Fort_Nelson,100,55,33,1.9
808,529,59.670452,-120.451624,Fort_Nelson,100,55,33,1.9
770,531,58.82176,-120.230752,Fort_Nelson,100,55,33,1.9
804,457,59.41388,-123.595736,Fort_Nelson,100,55,33,1.9
808,505,59.622668,-121.510408,Fort_Nelson,100,55,33,1.9
818,481,59.790488,-122.615776,Fort_Nelson,100,55,33,1.9
790,469,59.133844,-122.998848,Fort_Nelson,100,55,33,1.9
780,459,58.883612,-123.378384,Fort_Nelson,100,55,33,1.9
805,421,59.32602,-125.168648,Fort_Nelson,100,55,33,1.9
760,414,58.301464,-125.179552,Fort_Nelson,100,55,33,1.9
790,459,59.106904,-123.43208,Fort_Nelson,100,55,33,1.9
765,424,58.445252,-124.7876,Fort_Nelson,100,55,33,1.9
831,406,59.852564,-126.0012,Fort_Nelson,100,55,33,1.9
735,435,57.81062,-124.14888,Fort_Nelson,100,55,33,1.9
730,468,57.790268,-122.743736,Fort_Nelson,100,55,33,1.9
807,402,59.305204,-126.005704,Fort_Nelson,100,55,33,1.9
778,501,58.942172,-121.557192,Fort_Nelson,100,55,33,1.9
747,476,58.19042,-122.487824,Fort_Nelson,100,55,33,1.9
791,477,59.176776,-122.656736,Fort_Nelson,100,55,33,1.9
794,461,59.201728,-123.366944,Fort_Nelson,100,55,33,1.9
711,521,57.480596,-120.453912,Fort_Nelson,100,55,33,1.9
698,444,57.011148,-123.577416,Fort_Nelson,100,55,33,1.9
822,419,59.697572,-125.36828,Fort_Nelson,100,55,33,1.9
777,525,58.96796,-120.514664,Fort_Nelson,100,55,33,1.9
750,506,58.325596,-121.228312,Fort_Nelson,100,55,33,1.9
763,507,58.61892,-121.237256,Fort_Nelson,100,55,33,1.9
722,467,57.608884,-122.747248,Fort_Nelson,100,55,33,1.9
735,430,57.795524,-124.357528,Fort_Nelson,100,55,33,1.9
816,424,59.580708,-125.109712,Fort_Nelson,100,55,33,1.9
767,497,58.687088,-121.682736,Fort_Nelson,100,55,33,1.9
705,439,57.153152,-123.819104,Fort_Nelson,100,55,33,1.9
799,494,59.396672,-121.953592,Fort_Nelson,100,55,33,1.9
736,437,57.838868,-124.070952,Fort_Nelson,100,55,33,1.9
751,494,58.322196,-121.742584,Fort_Nelson,100,55,33,1.9
814,492,59.727704,-122.1106,Fort_Nelson,100,55,33,1.9
724,489,57.706516,-121.838504,Fort_Nelson,100,55,33,1.9
756,425,58.24796,-124.69072799999999,Fort_Nelson,100,55,33,1.9
738,518,58.080428,-120.67416,Fort_Nelson,100,55,33,1.9
727,492,57.780408,-121.725616,Fort_Nelson,100,55,33,1.9
768,407,58.455884,-125.526976,Fort_Nelson,100,55,33,1.9
798,452,59.26576,-123.779864,Fort_Nelson,100,55,33,1.9
744,476,58.123328,-122.473776,Fort_Nelson,100,55,33,1.9
723,507,57.722672,-121.08152,Fort_Nelson,100,55,33,1.9
774,451,58.727316,-123.689296,Fort_Nelson,100,55,33,1.9
817,454,59.695472,-123.800552,Fort_Nelson,100,55,33,1.9
675,514,56.660392,-120.619416,Fort_St_John,100,55,33,1.41
703,474,57.201428,-122.369368,Fort_St_John,100,55,33,1.41
642,499,55.891392,-121.108184,Fort_St_John,100,55,33,1.41
687,525,56.949448,-120.209224,Fort_St_John,100,55,33,1.41
679,496,56.714132,-121.36752,Fort_St_John,100,55,33,1.41
643,517,55.948332,-120.391992,Fort_St_John,100,55,33,1.41
696,515,57.133116,-120.650888,Fort_St_John,100,55,33,1.41
687,513,56.927548,-120.701768,Fort_St_John,100,55,33,1.41
710,525,57.465356,-120.284064,Fort_St_John,100,55,33,1.41
630,523,55.667296,-120.111888,Fort_St_John,100,55,33,1.41
692,526,57.063352,-120.184128,Fort_St_John,100,55,33,1.41
666,510,56.451024,-120.75092,Fort_St_John,100,55,33,1.41
705,481,57.26286,-122.089384,Fort_St_John,100,55,33,1.41
706,526,57.377396,-120.229368,Fort_St_John,100,55,33,1.41
629,520,55.639656,-120.228032,Fort_St_John,100,55,33,1.41
688,522,56.966576,-120.335696,Fort_St_John,100,55,33,1.41
688,525,56.97188,-120.21244,Fort_St_John,100,55,33,1.41
612,524,55.265156,-120.01828,Fort_St_John,100,55,33,1.41
608,523,55.17372,-120.045736,Fort_St_John,100,55,33,1.41
664,481,56.34526,-121.915936,Fort_St_John,100,55,33,1.41
661,501,56.321204,-121.09708,Fort_St_John,100,55,33,1.41
596,519,54.897648,-120.166376,Fort_St_John,100,55,33,1.41
689,468,56.873576,-122.552248,Fort_St_John,100,55,33,1.41
702,493,57.222824,-121.581304,Fort_St_John,100,55,33,1.41
656,514,56.234368,-120.555184,Fort_St_John,100,55,33,1.41
657,482,56.190844,-121.84696,Fort_St_John,100,55,33,1.41
628,519,55.615468,-120.264632,Fort_St_John,100,55,33,1.41
698,499,57.146064,-121.31796,Fort_St_John,100,55,33,1.41
696,474,57.044848,-122.338064,Fort_St_John,100,55,33,1.41
686,495,56.868804,-121.435544,Fort_St_John,100,55,33,1.41
662,506,56.353596,-120.898736,Fort_St_John,100,55,33,1.41
699,516,57.20226,-120.62004,Fort_St_John,100,55,33,1.41
704,499,57.280476,-121.34128,Fort_St_John,100,55,33,1.41
648,526,56.076248,-120.046784,Fort_St_John,100,55,33,1.41
680,499,56.742816,-121.249008,Fort_St_John,100,55,33,1.41
655,494,56.172296,-121.35672,Fort_St_John,100,55,33,1.41
677,504,56.685804,-121.033968,Fort_St_John,100,55,33,1.41
642,498,55.889352,-121.148112,Fort_St_John,100,55,33,1.41
704,472,57.218908,-122.456328,Fort_St_John,100,55,33,1.41
663,505,56.374036,-120.94272,Fort_St_John,100,55,33,1.41
694,518,57.093868,-120.520328,Fort_St_John,100,55,33,1.41
674,517,56.64354,-120.493824,Fort_St_John,100,55,33,1.41
671,521,56.5835,-120.32112,Fort_St_John,100,55,33,1.41
702,503,57.243976,-121.168192,Fort_St_John,100,55,33,1.41
653,485,56.10802,-121.710384,Fort_St_John,100,55,33,1.41
697,473,57.064788,-122.383592,Fort_St_John,100,55,33,1.41
653,518,56.174412,-120.384184,Fort_St_John,100,55,33,1.41
688,496,56.915728,-121.4024,Fort_St_John,100,55,33,1.41
693,505,57.046368,-121.051968,Fort_St_John,100,55,33,1.41
711,528,57.493044,-120.162408,Fort_St_John,100,55,33,1.41
357,479,49.4643,-120.906456,Fraser_Canyon,100,55,33,1.23
432,421,51.007784,-123.205784,Fraser_Canyon,100,55,33,1.23
389,449,50.11658,-122.05152,Fraser_Canyon,100,55,33,1.23
378,488,49.952404,-120.658016,Fraser_Canyon,100,55,33,1.23
384,477,50.06542,-121.059128,Fraser_Canyon,100,55,33,1.23
416,431,50.676496,-122.785728,Fraser_Canyon,100,55,33,1.23
423,426,50.819988,-122.990824,Fraser_Canyon,100,55,33,1.23
356,493,49.468352,-120.421912,Fraser_Canyon,100,55,33,1.23
391,496,50.258716,-120.41648,Fraser_Canyon,100,55,33,1.23
428,443,50.97482,-122.409008,Fraser_Canyon,100,55,33,1.23
390,455,50.152736,-121.846,Fraser_Canyon,100,55,33,1.23
376,449,49.825648,-122.004512,Fraser_Canyon,100,55,33,1.23
391,452,50.16828,-121.954184,Fraser_Canyon,100,55,33,1.23
404,438,50.42578,-122.492232,Fraser_Canyon,100,55,33,1.23
437,451,51.195372,-122.158824,Fraser_Canyon,100,55,33,1.23
363,466,49.572208,-121.372848,Fraser_Canyon,100,55,33,1.23
377,467,49.88792,-121.384224,Fraser_Canyon,100,55,33,1.23
364,489,49.640384,-120.58256,Fraser_Canyon,100,55,33,1.23
349,486,49.29844,-120.642384,Fraser_Canyon,100,55,33,1.23
383,468,50.024436,-121.369248,Fraser_Canyon,100,55,33,1.23
365,488,49.660936,-120.62,Fraser_Canyon,100,55,33,1.23
345,489,49.214352,-120.528168,Fraser_Canyon,100,55,33,1.23
420,460,50.8356,-121.776712,Fraser_Canyon,100,55,33,1.23
414,424,50.613624,-123.023912,Fraser_Canyon,100,55,33,1.23
371,482,49.783972,-120.845336,Fraser_Canyon,100,55,33,1.23
411,449,50.608884,-122.132384,Fraser_Canyon,100,55,33,1.23
338,489,49.057384,-120.508368,Fraser_Canyon,100,55,33,1.23
403,460,50.454992,-121.716784,Fraser_Canyon,100,55,33,1.23
364,462,49.58606,-121.513968,Fraser_Canyon,100,55,33,1.23
364,474,49.611184,-121.100272,Fraser_Canyon,100,55,33,1.23
360,497,49.56524,-120.2952,Fraser_Canyon,100,55,33,1.23
366,481,49.669944,-120.8648,Fraser_Canyon,100,55,33,1.23
406,447,50.492284,-122.184096,Fraser_Canyon,100,55,33,1.23
402,458,50.428136,-121.783464,Fraser_Canyon,100,55,33,1.23
424,461,50.927388,-121.75548,Fraser_Canyon,100,55,33,1.23
419,446,50.780752,-122.26824,Fraser_Canyon,100,55,33,1.23
418,424,50.703,-123.040568,Fraser_Canyon,100,55,33,1.23
352,497,49.3858,-120.273328,Fraser_Canyon,100,55,33,1.23
427,434,50.930048,-122.724168,Fraser_Canyon,100,55,33,1.23
345,484,49.204976,-120.699232,Fraser_Canyon,100,55,33,1.23
437,439,51.16622,-122.586616,Fraser_Canyon,100,55,33,1.23
382,489,50.043972,-120.634968,Fraser_Canyon,100,55,33,1.23
364,502,49.663712,-120.133376,Fraser_Canyon,100,55,33,1.23
411,456,50.625088,-121.885832,Fraser_Canyon,100,55,33,1.23
336,488,49.010692,-120.5368,Fraser_Canyon,100,55,33,1.23
371,469,49.757724,-121.29532,Fraser_Canyon,100,55,33,1.23
399,458,50.360972,-121.772896,Fraser_Canyon,100,55,33,1.23
417,427,50.68852,-122.93072,Fraser_Canyon,100,55,33,1.23
417,453,50.752492,-122.013448,Fraser_Canyon,100,55,33,1.23
387,450,50.074144,-122.009448,Fraser_Canyon,100,55,33,1.23
342,448,49.062376,-121.918248,Fraser_Valley,100,55,33,1.19
360,432,49.426968,-122.530848,Fraser_Valley,100,55,33,1.19
363,448,49.532392,-121.992464,Fraser_Valley,100,55,33,1.19
355,450,49.357924,-121.895496,Fraser_Valley,100,55,33,1.19
366,446,49.594884,-122.072064,Fraser_Valley,100,55,33,1.19
348,465,49.234096,-121.358344,Fraser_Valley,100,55,33,1.19
342,463,49.095464,-121.407152,Fraser_Valley,100,55,33,1.19
367,434,49.588452,-122.488864,Fraser_Valley,100,55,33,1.19
351,455,49.279624,-121.710432,Fraser_Valley,100,55,33,1.19
369,449,49.668984,-121.979432,Fraser_Valley,100,55,33,1.19
370,431,49.648088,-122.603688,Fraser_Valley,100,55,33,1.19
349,469,49.264852,-121.224696,Fraser_Valley,100,55,33,1.19
347,467,49.215888,-121.286736,Fraser_Valley,100,55,33,1.19
348,440,49.177984,-122.212384,Fraser_Valley,100,55,33,1.19
342,454,49.0759,-121.713896,Fraser_Valley,100,55,33,1.19
380,423,49.851216,-122.919416,Fraser_Valley,100,55,33,1.19
355,455,49.369184,-121.724112,Fraser_Valley,100,55,33,1.19
344,457,49.127304,-121.618392,Fraser_Valley,100,55,33,1.19
359,444,49.43356,-122.115504,Fraser_Valley,100,55,33,1.19
355,437,49.327384,-122.340704,Fraser_Valley,100,55,33,1.19
344,440,49.088492,-122.197808,Fraser_Valley,100,55,33,1.19
372,433,49.697792,-122.542472,Fraser_Valley,100,55,33,1.19
371,426,49.657796,-122.779856,Fraser_Valley,100,55,33,1.19
345,472,49.181376,-121.109504,Fraser_Valley,100,55,33,1.19
347,470,49.222104,-121.184152,Fraser_Valley,100,55,33,1.19
340,465,49.054888,-121.332512,Fraser_Valley,100,55,33,1.19
359,435,49.411988,-122.424192,Fraser_Valley,100,55,33,1.19
371,429,49.66542,-122.676488,Fraser_Valley,100,55,33,1.19
377,428,49.79702,-122.734576,Fraser_Valley,100,55,33,1.19
338,466,49.01218,-121.29204,Fraser_Valley,100,55,33,1.19
356,464,49.411168,-121.418704,Fraser_Valley,100,55,33,1.19
371,449,49.713744,-121.986584,Fraser_Valley,100,55,33,1.19
347,478,49.238196,-120.910464,Fraser_Valley,100,55,33,1.19
368,455,49.660232,-121.768928,Fraser_Valley,100,55,33,1.19
369,452,49.675852,-121.875928,Fraser_Valley,100,55,33,1.19
348,463,49.229852,-121.426744,Fraser_Valley,100,55,33,1.19
366,447,49.597212,-122.037624,Fraser_Valley,100,55,33,1.19
339,461,49.024,-121.465488,Fraser_Valley,100,55,33,1.19
340,445,49.010708,-122.013288,Fraser_Valley,100,55,33,1.19
360,461,49.494316,-121.535024,Fraser_Valley,100,55,33,1.19
351,444,49.254544,-122.08664,Fraser_Valley,100,55,33,1.19
363,460,49.559324,-121.579496,Fraser_Valley,100,55,33,1.19
371,450,49.716048,-121.952048,Fraser_Valley,100,55,33,1.19
367,449,49.62422,-121.972296,Fraser_Valley,100,55,33,1.19
339,486,49.074232,-120.613536,Fraser_Valley,100,55,33,1.19
369,439,49.645384,-122.324232,Fraser_Valley,100,55,33,1.19
345,456,49.147496,-121.65588,Fraser_Valley,100,55,33,1.19
361,458,49.51016,-121.64156,Fraser_Valley,100,55,33,1.19
366,444,49.590192,-122.140928,Fraser_Valley,100,55,33,1.19
365,438,49.553492,-122.343704,Fraser_Valley,100,55,33,1.19
433,608,51.336792,-116.519928,Golden,100,55,33,1.17
440,604,51.49182,-116.670824,Golden,100,55,33,1.17
423,604,51.109468,-116.653832,Golden,100,55,33,1.17
461,592,51.9557,-117.129904,Golden,100,55,33,1.17
425,601,51.152536,-116.763264,Golden,100,55,33,1.17
430,603,51.26628,-116.696696,Golden,100,55,33,1.17
455,566,51.79686,-118.067168,Golden,100,55,33,1.17
452,578,51.741424,-117.626728,Golden,100,55,33,1.17
415,602,50.928276,-116.717208,Golden,100,55,33,1.17
461,582,51.947396,-117.494512,Golden,100,55,33,1.17
429,617,51.25156,-116.193144,Golden,100,55,33,1.17
472,556,52.167556,-118.463088,Golden,100,55,33,1.17
448,573,51.646716,-117.801744,Golden,100,55,33,1.17
419,619,51.027532,-116.114136,Golden,100,55,33,1.17
425,621,51.163388,-116.046784,Golden,100,55,33,1.17
407,622,50.75888,-115.999056,Golden,100,55,33,1.17
434,602,51.3556,-116.736752,Golden,100,55,33,1.17
442,588,51.525296,-117.250744,Golden,100,55,33,1.17
422,612,51.091584,-116.366704,Golden,100,55,33,1.17
422,593,51.07946,-117.046176,Golden,100,55,33,1.17
437,574,51.400428,-117.74836,Golden,100,55,33,1.17
429,587,51.232176,-117.269768,Golden,100,55,33,1.17
424,616,51.138604,-116.22516,Golden,100,55,33,1.17
442,584,51.521964,-117.395176,Golden,100,55,33,1.17
424,588,51.12056,-117.22748,Golden,100,55,33,1.17
427,618,51.20704,-116.15576,Golden,100,55,33,1.17
438,588,51.435356,-117.245544,Golden,100,55,33,1.17
453,586,51.77098,-117.3378,Golden,100,55,33,1.17
476,567,52.269896,-118.067176,Golden,100,55,33,1.17
448,599,51.66846,-116.860096,Golden,100,55,33,1.17
439,592,51.460988,-117.102616,Golden,100,55,33,1.17
447,588,51.637724,-117.257288,Golden,100,55,33,1.17
433,575,51.311472,-117.706232,Golden,100,55,33,1.17
430,588,51.255472,-117.235184,Golden,100,55,33,1.17
426,590,51.167116,-117.1584,Golden,100,55,33,1.17
440,577,51.470724,-117.644864,Golden,100,55,33,1.17
418,619,51.00504,-116.113416,Golden,100,55,33,1.17
408,609,50.77504,-116.461496,Golden,100,55,33,1.17
446,578,51.60654,-117.617744,Golden,100,55,33,1.17
443,607,51.561128,-116.5654,Golden,100,55,33,1.17
430,585,51.253004,-117.342856,Golden,100,55,33,1.17
434,599,51.353608,-116.844688,Golden,100,55,33,1.17
411,615,50.845684,-116.250728,Golden,100,55,33,1.17
406,624,50.737188,-115.927416,Golden,100,55,33,1.17
453,585,51.770136,-117.374104,Golden,100,55,33,1.17
430,617,51.274056,-116.193904,Golden,100,55,33,1.17
459,577,51.897852,-117.673696,Golden,100,55,33,1.17
433,588,51.322928,-117.239064,Golden,100,55,33,1.17
443,597,51.55462,-116.926848,Golden,100,55,33,1.17
446,568,51.596696,-117.979352,Golden,100,55,33,1.17
608,180,53.881616,-133.17404,Haida_Gwaii,100,55,33,1.9
592,207,53.683836,-132.026904,Haida_Gwaii,100,55,33,1.9
611,188,53.99268,-132.907592,Haida_Gwaii,100,55,33,1.9
612,199,54.076316,-132.509256,Haida_Gwaii,100,55,33,1.9
584,193,53.432496,-132.46728,Haida_Gwaii,100,55,33,1.9
543,212,52.639244,-131.409528,Haida_Gwaii,100,55,33,1.9
598,213,53.847252,-131.859944,Haida_Gwaii,100,55,33,1.9
530,214,52.365072,-131.226528,Haida_Gwaii,100,55,33,1.9
588,186,53.480508,-132.76104,Haida_Gwaii,100,55,33,1.9
595,193,53.672304,-132.570344,Haida_Gwaii,100,55,33,1.9
605,197,53.91258,-132.517136,Haida_Gwaii,100,55,33,1.9
598,197,53.75996,-132.451224,Haida_Gwaii,100,55,33,1.9
537,202,52.455248,-131.71716,Haida_Gwaii,100,55,33,1.9
602,200,53.863796,-132.377936,Haida_Gwaii,100,55,33,1.9
607,195,53.945016,-132.610112,Haida_Gwaii,100,55,33,1.9
575,194,53.241744,-132.347376,Haida_Gwaii,100,55,33,1.9
565,189,52.996004,-132.436976,Haida_Gwaii,100,55,33,1.9
612,204,54.103988,-132.323408,Haida_Gwaii,100,55,33,1.9
603,193,53.846652,-132.64604,Haida_Gwaii,100,55,33,1.9
574,195,53.225436,-132.301728,Haida_Gwaii,100,55,33,1.9
597,187,53.682176,-132.809968,Haida_Gwaii,100,55,33,1.9
593,196,53.645384,-132.441224,Haida_Gwaii,100,55,33,1.9
532,214,52.408864,-131.243488,Haida_Gwaii,100,55,33,1.9
586,208,53.558192,-131.935424,Haida_Gwaii,100,55,33,1.9
593,186,53.589408,-132.808544,Haida_Gwaii,100,55,33,1.9
546,201,52.64662,-131.832144,Haida_Gwaii,100,55,33,1.9
610,190,53.982244,-132.823904,Haida_Gwaii,100,55,33,1.9
563,194,52.979928,-132.23748,Haida_Gwaii,100,55,33,1.9
599,189,53.737024,-132.755464,Haida_Gwaii,100,55,33,1.9
560,199,52.94168,-132.029136,Haida_Gwaii,100,55,33,1.9
587,194,53.50346,-132.458624,Haida_Gwaii,100,55,33,1.9
574,206,53.285268,-131.900312,Haida_Gwaii,100,55,33,1.9
524,218,52.254224,-131.032736,Haida_Gwaii,100,55,33,1.9
520,219,52.171676,-130.963656,Haida_Gwaii,100,55,33,1.9
589,198,53.569192,-132.330456,Haida_Gwaii,100,55,33,1.9
556,192,52.816212,-132.246216,Haida_Gwaii,100,55,33,1.9
593,191,53.617536,-132.625008,Haida_Gwaii,100,55,33,1.9
557,196,52.859888,-132.110728,Haida_Gwaii,100,55,33,1.9
574,204,53.274488,-131.973384,Haida_Gwaii,100,55,33,1.9
609,196,53.994196,-132.592088,Haida_Gwaii,100,55,33,1.9
576,196,53.274568,-132.28364,Haida_Gwaii,100,55,33,1.9
613,191,54.053232,-132.815744,Haida_Gwaii,100,55,33,1.9
579,206,53.394496,-131.945416,Haida_Gwaii,100,55,33,1.9
588,190,53.502976,-132.614576,Haida_Gwaii,100,55,33,1.9
606,189,53.88948,-132.822432,Haida_Gwaii,100,55,33,1.9
611,186,53.981292,-132.981608,Haida_Gwaii,100,55,33,1.9
529,211,52.327612,-131.325544,Haida_Gwaii,100,55,33,1.9
584,198,53.460108,-132.284192,Haida_Gwaii,100,55,33,1.9
556,207,52.897224,-131.703608,Haida_Gwaii,100,55,33,1.9
557,201,52.88696,-131.929816,Haida_Gwaii,100,55,33,1.9
435,506,51.263384,-120.18612,Kamloops,100,55,33,1.29
405,481,50.544052,-120.985032,Kamloops,100,55,33,1.29
405,487,50.555804,-120.773704,Kamloops,100,55,33,1.29
405,513,50.602104,-119.856776,Kamloops,100,55,33,1.29
427,490,51.054752,-120.734328,Kamloops,100,55,33,1.29
446,504,51.506616,-120.288928,Kamloops,100,55,33,1.29
424,469,50.944912,-121.471536,Kamloops,100,55,33,1.29
421,464,50.866868,-121.638544,Kamloops,100,55,33,1.29
435,498,51.2491,-120.472552,Kamloops,100,55,33,1.29
435,513,51.275284,-119.935352,Kamloops,100,55,33,1.29
415,462,50.728108,-121.688344,Kamloops,100,55,33,1.29
415,507,50.816436,-120.095536,Kamloops,100,55,33,1.29
418,518,50.901916,-119.712864,Kamloops,100,55,33,1.29
445,501,51.47882,-120.394032,Kamloops,100,55,33,1.29
419,512,50.914608,-119.928712,Kamloops,100,55,33,1.29
447,504,51.529044,-120.291776,Kamloops,100,55,33,1.29
421,473,50.8862,-121.31948,Kamloops,100,55,33,1.29
418,477,50.82728,-121.167832,Kamloops,100,55,33,1.29
397,492,50.385916,-120.574024,Kamloops,100,55,33,1.29
452,502,51.637616,-120.378304,Kamloops,100,55,33,1.29
419,505,50.902724,-120.177464,Kamloops,100,55,33,1.29
419,479,50.853768,-121.100184,Kamloops,100,55,33,1.29
403,479,50.495224,-121.049104,Kamloops,100,55,33,1.29
434,512,51.25118,-119.968512,Kamloops,100,55,33,1.29
412,516,50.76406,-119.768624,Kamloops,100,55,33,1.29
422,507,50.97348,-120.114584,Kamloops,100,55,33,1.29
399,503,50.450596,-120.193168,Kamloops,100,55,33,1.29
424,481,50.969852,-121.045224,Kamloops,100,55,33,1.29
417,521,50.884188,-119.60376,Kamloops,100,55,33,1.29
416,490,50.808148,-120.700984,Kamloops,100,55,33,1.29
419,485,50.865736,-120.887424,Kamloops,100,55,33,1.29
428,521,51.131092,-119.631064,Kamloops,100,55,33,1.29
420,487,50.892052,-120.81956,Kamloops,100,55,33,1.29
414,510,50.799084,-119.98648,Kamloops,100,55,33,1.29
416,487,50.802388,-120.807272,Kamloops,100,55,33,1.29
409,471,50.61318,-121.350272,Kamloops,100,55,33,1.29
396,496,50.370848,-120.43072,Kamloops,100,55,33,1.29
427,472,51.0185,-121.375088,Kamloops,100,55,33,1.29
416,510,50.843956,-119.9918,Kamloops,100,55,33,1.29
405,483,50.548012,-120.9146,Kamloops,100,55,33,1.29
434,521,51.265764,-119.646088,Kamloops,100,55,33,1.29
430,515,51.166384,-119.8506,Kamloops,100,55,33,1.29
424,511,51.025132,-119.977544,Kamloops,100,55,33,1.29
402,512,50.533144,-119.884296,Kamloops,100,55,33,1.29
440,522,51.402,-119.625248,Kamloops,100,55,33,1.29
413,474,50.709064,-121.257624,Kamloops,100,55,33,1.29
405,489,50.559632,-120.70324,Kamloops,100,55,33,1.29
424,485,50.977808,-120.903024,Kamloops,100,55,33,1.29
417,505,50.857856,-120.171952,Kamloops,100,55,33,1.29
411,496,50.707236,-120.47384,Kamloops,100,55,33,1.29
629,417,55.39294,-124.296512,Mackenzie,NA,NA,NA,NA
624,421,55.293464,-124.113312,Mackenzie,NA,NA,NA,NA
610,427,54.998708,-123.80744,Mackenzie,NA,NA,NA,NA
624,419,55.287488,-124.191608,Mackenzie,NA,NA,NA,NA
653,421,55.940132,-124.267448,Mackenzie,NA,NA,NA,NA
