i,j,lat,lon,region,good,fair,poor,cfactor
356,422,49.312236,-122.85764,polygon_5,NA,NA,NA,NA
357,425,49.342288,-122.758984,polygon_5,NA,NA,NA,NA
352,429,49.240608,-122.60284,polygon_5,NA,NA,NA,NA
357,421,49.332,-122.895816,polygon_5,NA,NA,NA,NA
354,425,49.275224,-122.747224,polygon_5,NA,NA,NA,NA
353,421,49.2426,-122.87988,polygon_5,NA,NA,NA,NA
356,431,49.335036,-122.549808,polygon_5,NA,NA,NA,NA
354,430,49.287824,-122.576352,polygon_5,NA,NA,NA,NA
352,432,49.248064,-122.500384,polygon_5,NA,NA,NA,NA
355,427,49.302656,-122.682776,polygon_5,NA,NA,NA,NA
356,430,49.332548,-122.584024,polygon_5,NA,NA,NA,NA
354,434,49.297712,-122.439592,polygon_5,NA,NA,NA,NA
356,427,49.325012,-122.686664,polygon_5,NA,NA,NA,NA
356,428,49.327532,-122.652456,polygon_5,NA,NA,NA,NA
353,431,49.267952,-122.538352,polygon_5,NA,NA,NA,NA
354,427,49.280296,-122.678888,polygon_5,NA,NA,NA,NA
351,431,49.223228,-122.530736,polygon_5,NA,NA,NA,NA
353,434,49.275348,-122.435824,polygon_5,NA,NA,NA,NA
355,432,49.315152,-122.511784,polygon_5,NA,NA,NA,NA
356,417,49.299196,-123.028528,polygon_6,NA,NA,NA,NA
356,418,49.301824,-122.99436,polygon_6,NA,NA,NA,NA
356,419,49.304444,-122.960184,polygon_6,NA,NA,NA,NA
357,415,49.316244,-123.100944,polygon_6,NA,NA,NA,NA
357,416,49.318896,-123.066768,polygon_6,NA,NA,NA,NA
357,417,49.32154,-123.032584,polygon_6,NA,NA,NA,NA
357,418,49.324168,-122.9984,polygon_6,NA,NA,NA,NA
357,419,49.326792,-122.964208,polygon_6,NA,NA,NA,NA
357,420,49.3294,-122.930016,polygon_6,NA,NA,NA,NA
358,415,49.338584,-123.10504,polygon_6,NA,NA,NA,NA
358,416,49.34124,-123.07084,polygon_6,NA,NA,NA,NA
358,417,49.343884,-123.03664,polygon_6,NA,NA,NA,NA
358,418,49.346516,-123.00244000000001,polygon_6,NA,NA,NA,NA
358,419,49.349136,-122.968232,polygon_6,NA,NA,NA,NA
358,420,49.351748,-122.934024,polygon_6,NA,NA,NA,NA
358,421,49.354348,-122.899808,polygon_6,NA,NA,NA,NA
359,415,49.360928,-123.109136,polygon_6,NA,NA,NA,NA
359,416,49.363584,-123.07492,polygon_6,NA,NA,NA,NA
359,417,49.366228,-123.040704,polygon_6,NA,NA,NA,NA
359,418,49.36886,-123.006488,polygon_6,NA,NA,NA,NA
359,419,49.371484,-122.972264,polygon_6,NA,NA,NA,NA
359,420,49.374096,-122.93804,polygon_6,NA,NA,NA,NA
359,421,49.376696,-122.903808,polygon_6,NA,NA,NA,NA
360,415,49.383268,-123.113232,polygon_6,NA,NA,NA,NA
360,416,49.385924,-123.079,polygon_6,NA,NA,NA,NA
360,417,49.388572,-123.044768,polygon_6,NA,NA,NA,NA
360,418,49.391204,-123.010536,polygon_6,NA,NA,NA,NA
360,419,49.393828,-122.976296,polygon_6,NA,NA,NA,NA
360,420,49.396444,-122.942056,polygon_6,NA,NA,NA,NA
360,421,49.399048,-122.907808,polygon_6,NA,NA,NA,NA
361,415,49.405608,-123.117336,polygon_6,NA,NA,NA,NA
351,418,49.190096,-122.974224,polygon_7,NA,NA,NA,NA
351,419,49.192708,-122.940136,polygon_7,NA,NA,NA,NA
352,416,49.20718,-123.046456,polygon_7,NA,NA,NA,NA
352,417,49.209815999999996,-123.012352,polygon_7,NA,NA,NA,NA
352,418,49.21244,-122.978248,polygon_7,NA,NA,NA,NA
352,419,49.215056,-122.944136,polygon_7,NA,NA,NA,NA
352,420,49.21766,-122.910024,polygon_7,NA,NA,NA,NA
353,412,49.218868,-123.186944,polygon_7,NA,NA,NA,NA
353,413,49.221548,-123.15284,polygon_7,NA,NA,NA,NA
353,414,49.22422,-123.118736,polygon_7,NA,NA,NA,NA
353,415,49.226876,-123.084624,polygon_7,NA,NA,NA,NA
353,416,49.229524,-123.050512,polygon_7,NA,NA,NA,NA
353,417,49.23216,-123.016392,polygon_7,NA,NA,NA,NA
353,418,49.234788,-122.982272,polygon_7,NA,NA,NA,NA
353,419,49.237404,-122.948144,polygon_7,NA,NA,NA,NA
353,420,49.240008,-122.914016,polygon_7,NA,NA,NA,NA
354,411,49.238516,-123.225184,polygon_7,NA,NA,NA,NA
354,412,49.241208,-123.191064,polygon_7,NA,NA,NA,NA
354,413,49.243888,-123.156944,polygon_7,NA,NA,NA,NA
354,414,49.24656,-123.122824,polygon_7,NA,NA,NA,NA
354,415,49.24922,-123.088696,polygon_7,NA,NA,NA,NA
354,416,49.251868,-123.054568,polygon_7,NA,NA,NA,NA
354,417,49.254504,-123.020432,polygon_7,NA,NA,NA,NA
354,418,49.257132,-122.986296,polygon_7,NA,NA,NA,NA
354,419,49.259748,-122.952152,polygon_7,NA,NA,NA,NA
354,420,49.262356,-122.918008,polygon_7,NA,NA,NA,NA
355,410,49.258148,-123.263456,polygon_7,NA,NA,NA,NA
355,411,49.260852,-123.229328,polygon_7,NA,NA,NA,NA
355,412,49.263548,-123.195192,polygon_7,NA,NA,NA,NA
355,413,49.266228,-123.161056,polygon_7,NA,NA,NA,NA
355,414,49.2689,-123.12692,polygon_7,NA,NA,NA,NA
355,415,49.27156,-123.092776,polygon_7,NA,NA,NA,NA
355,416,49.274212,-123.058632,polygon_7,NA,NA,NA,NA
355,417,49.276852,-123.02448,polygon_7,NA,NA,NA,NA
355,418,49.27948,-122.990328,polygon_7,NA,NA,NA,NA
355,419,49.282096,-122.956168,polygon_7,NA,NA,NA,NA
355,420,49.284704,-122.922008,polygon_7,NA,NA,NA,NA
356,411,49.283188,-123.233472,polygon_7,NA,NA,NA,NA
356,414,49.29124,-123.131016,polygon_7,NA,NA,NA,NA
356,415,49.293904,-123.096864,polygon_7,NA,NA,NA,NA
356,416,49.296552,-123.062696,polygon_7,NA,NA,NA,NA
344,428,49.059228,-122.606224,polygon_8,NA,NA,NA,NA
347,432,49.136248,-122.481456,polygon_8,NA,NA,NA,NA
343,427,49.034364,-122.636392,polygon_8,NA,NA,NA,NA
342,428,49.014508,-122.598568,polygon_8,NA,NA,NA,NA
345,431,49.089052,-122.507952,polygon_8,NA,NA,NA,NA
350,429,49.195888,-122.595168,polygon_8,NA,NA,NA,NA
342,432,49.024424,-122.462616,polygon_8,NA,NA,NA,NA
349,428,49.171024,-122.625424,polygon_8,NA,NA,NA,NA
344,429,49.061728,-122.572208,polygon_8,NA,NA,NA,NA
347,428,49.126308,-122.617736,polygon_8,NA,NA,NA,NA
343,431,49.044324,-122.500384,polygon_8,NA,NA,NA,NA
346,430,49.108936,-122.5458,polygon_8,NA,NA,NA,NA
345,430,49.086576,-122.541992,polygon_8,NA,NA,NA,NA
344,427,49.05672,-122.64024,polygon_8,NA,NA,NA,NA
350,427,49.190868,-122.663384,polygon_8,NA,NA,NA,NA
347,431,49.133776,-122.515536,polygon_8,NA,NA,NA,NA
345,427,49.07908,-122.644088,polygon_8,NA,NA,NA,NA
344,432,49.069152,-122.470144,polygon_8,NA,NA,NA,NA
343,428,49.036868,-122.6024,polygon_8,NA,NA,NA,NA
343,432,49.046788,-122.466376,polygon_8,NA,NA,NA,NA
344,426,49.054204,-122.674248,polygon_8,NA,NA,NA,NA
344,430,49.064212,-122.538192,polygon_8,NA,NA,NA,NA
348,432,49.158608,-122.48524,polygon_8,NA,NA,NA,NA
348,430,49.15366,-122.553416,polygon_8,NA,NA,NA,NA
346,427,49.101436,-122.647944,polygon_8,NA,NA,NA,NA
346,432,49.113884,-122.47768,polygon_8,NA,NA,NA,NA
348,431,49.15614,-122.519328,polygon_8,NA,NA,NA,NA
343,426,49.031844,-122.670384,polygon_8,NA,NA,NA,NA
346,428,49.103948,-122.613896,polygon_8,NA,NA,NA,NA
347,429,49.128808,-122.58367200000001,polygon_8,NA,NA,NA,NA
349,427,49.168512,-122.65952,polygon_8,NA,NA,NA,NA
348,428,49.148664,-122.621576,polygon_8,NA,NA,NA,NA
347,430,49.131296,-122.549608,polygon_8,NA,NA,NA,NA
345,428,49.081588000000004,-122.610056,polygon_8,NA,NA,NA,NA
349,429,49.173528,-122.591328,polygon_8,NA,NA,NA,NA
345,426,49.07656,-122.678112,polygon_8,NA,NA,NA,NA
350,428,49.193384,-122.62928,polygon_8,NA,NA,NA,NA
347,427,49.123796,-122.6518,polygon_8,NA,NA,NA,NA
342,426,49.009488,-122.666528,polygon_8,NA,NA,NA,NA
344,431,49.066688,-122.504168,polygon_8,NA,NA,NA,NA
345,429,49.084088,-122.576024,polygon_8,NA,NA,NA,NA
343,430,49.041852,-122.534392,polygon_8,NA,NA,NA,NA
343,429,49.039364,-122.5684,polygon_8,NA,NA,NA,NA
348,429,49.151168,-122.587496,polygon_8,NA,NA,NA,NA
345,432,49.09152,-122.473912,polygon_8,NA,NA,NA,NA
342,430,49.019488,-122.5306,polygon_8,NA,NA,NA,NA
342,427,49.012004,-122.632552,polygon_8,NA,NA,NA,NA
342,429,49.017004,-122.564584,polygon_8,NA,NA,NA,NA
342,431,49.021964,-122.496608,polygon_8,NA,NA,NA,NA
346,431,49.111416,-122.511744,polygon_8,NA,NA,NA,NA
346,411,49.059816,-123.19216,polygon_9,NA,NA,NA,NA
347,424,49.116196,-122.75396,polygon_9,NA,NA,NA,NA
344,422,49.04402,-122.810248,polygon_9,NA,NA,NA,NA
342,425,49.00696,-122.700504,polygon_9,NA,NA,NA,NA
348,413,49.109848,-123.132352,polygon_9,NA,NA,NA,NA
345,422,49.066372,-122.814176,polygon_9,NA,NA,NA,NA
347,423,49.11364,-122.788008,polygon_9,NA,NA,NA,NA
350,421,49.175552,-122.867968,polygon_9,NA,NA,NA,NA
345,425,49.074028,-122.712136,polygon_9,NA,NA,NA,NA
350,413,49.154532,-123.140536,polygon_9,NA,NA,NA,NA
347,416,49.09546,-123.026224,polygon_9,NA,NA,NA,NA
348,416,49.117804,-123.030264,polygon_9,NA,NA,NA,NA
349,415,49.137508,-123.068352,polygon_9,NA,NA,NA,NA
348,408,49.096376,-123.302424,polygon_9,NA,NA,NA,NA
346,426,49.098916,-122.681984,polygon_9,NA,NA,NA,NA
349,416,49.140148,-123.034304,polygon_9,NA,NA,NA,NA
352,412,49.196532,-123.182824,polygon_9,NA,NA,NA,NA
347,422,49.111076,-122.822048,polygon_9,NA,NA,NA,NA
353,410,49.21348,-123.255136,polygon_9,NA,NA,NA,NA
351,412,49.174192,-123.178704,polygon_9,NA,NA,NA,NA
353,411,49.21618,-123.22104,polygon_9,NA,NA,NA,NA
348,423,49.135996,-122.791928,polygon_9,NA,NA,NA,NA
350,423,49.1807,-122.799792,polygon_9,NA,NA,NA,NA
344,419,49.036272,-122.912208,polygon_9,NA,NA,NA,NA
343,415,49.003448,-123.044064,polygon_9,NA,NA,NA,NA
345,414,49.045488,-123.086128,polygon_9,NA,NA,NA,NA
348,421,49.130852,-122.86004,polygon_9,NA,NA,NA,NA
343,419,49.013924,-122.908232,polygon_9,NA,NA,NA,NA
350,408,49.141044,-123.310768,polygon_9,NA,NA,NA,NA
351,413,49.176872,-123.144632,polygon_9,NA,NA,NA,NA
347,425,49.11874,-122.719912,polygon_9,NA,NA,NA,NA
351,409,49.166096,-123.280888,polygon_9,NA,NA,NA,NA
347,411,49.082156,-123.196272,polygon_9,NA,NA,NA,NA
346,412,49.0625,-123.158176,polygon_9,NA,NA,NA,NA
346,425,49.096384,-122.716016,polygon_9,NA,NA,NA,NA
353,409,49.210768,-123.289224,polygon_9,NA,NA,NA,NA
345,420,49.061216,-122.882184,polygon_9,NA,NA,NA,NA
350,417,49.165128,-123.00428,polygon_9,NA,NA,NA,NA
349,413,49.132192,-123.13644,polygon_9,NA,NA,NA,NA
342,424,49.004424,-122.734472,polygon_9,NA,NA,NA,NA
347,412,49.084836,-123.162272,polygon_9,NA,NA,NA,NA
351,420,49.195312,-122.906032,polygon_9,NA,NA,NA,NA
346,416,49.073116,-123.022192,polygon_9,NA,NA,NA,NA
346,418,49.078364,-122.954176,polygon_9,NA,NA,NA,NA
349,418,49.145404,-122.9662,polygon_9,NA,NA,NA,NA
346,420,49.083564,-122.886152,polygon_9,NA,NA,NA,NA
345,412,49.04016,-123.15408,polygon_9,NA,NA,NA,NA
348,420,49.128264,-122.894096,polygon_9,NA,NA,NA,NA
347,410,49.07946,-123.230272,polygon_9,NA,NA,NA,NA
344,416,49.028428,-123.014136,polygon_9,NA,NA,NA,NA
406,371,50.280424,-124.841352,Powell_River,100,55,33,1.29
395,371,50.03544,-124.786416,Powell_River,100,55,33,1.29
402,385,50.235032,-124.334632,Powell_River,100,55,33,1.29
392,381,49.999892,-124.425656,Powell_River,100,55,33,1.29
386,378,49.85692,-124.500512,Powell_River,100,55,33,1.29
428,366,50.753988,-125.12872,Powell_River,100,55,33,1.29
388,374,49.889004,-124.648232,Powell_River,100,55,33,1.29
381,375,49.736176,-124.579728,Powell_River,100,55,33,1.29
408,379,50.350264,-124.572608,Powell_River,100,55,33,1.29
408,380,50.35338,-124.537744,Powell_River,100,55,33,1.29
397,382,50.114408,-124.41496,Powell_River,100,55,33,1.29
429,371,50.79258,-124.95808,Powell_River,100,55,33,1.29
426,377,50.744992,-124.731816,Powell_River,100,55,33,1.29
409,381,50.378768,-124.507728,Powell_River,100,55,33,1.29
372,383,49.560152,-124.26216,Powell_River,100,55,33,1.29
423,363,50.632796,-125.207888,Powell_River,100,55,33,1.29
428,371,50.770312,-124.952952,Powell_River,100,55,33,1.29
374,381,49.598672,-124.340152,Powell_River,100,55,33,1.29
375,385,49.633068,-124.207504,Powell_River,100,55,33,1.29
397,375,50.092652,-124.657736,Powell_River,100,55,33,1.29
386,372,49.838144,-124.707416,Powell_River,100,55,33,1.29
401,378,50.191172,-124.5732,Powell_River,100,55,33,1.29
414,389,50.514692,-124.252144,Powell_River,100,55,33,1.29
409,369,50.340796,-124.92612,Powell_River,100,55,33,1.29
380,379,49.726288,-124.437312,Powell_River,100,55,33,1.29
387,391,49.918568,-124.056264,Powell_River,100,55,33,1.29
398,390,50.16092,-124.141896,Powell_River,100,55,33,1.29
390,373,49.930408,-124.692552,Powell_River,100,55,33,1.29
415,361,50.448128,-125.23596,Powell_River,100,55,33,1.29
393,387,50.040436,-124.2226,Powell_River,100,55,33,1.29
409,376,50.363136,-124.682144,Powell_River,100,55,33,1.29
394,389,50.068732,-124.157952,Powell_River,100,55,33,1.29
384,387,49.839752,-124.180528,Powell_River,100,55,33,1.29
419,364,50.547084,-125.152,Powell_River,100,55,33,1.29
424,370,50.678012,-124.967584,Powell_River,100,55,33,1.29
414,379,50.483956,-124.602064,Powell_River,100,55,33,1.29
413,385,50.480236,-124.387352,Powell_River,100,55,33,1.29
416,361,50.47038,-125.241192,Powell_River,100,55,33,1.29
410,390,50.428512,-124.198216,Powell_River,100,55,33,1.29
381,388,49.775844,-124.13212,Powell_River,100,55,33,1.29
390,384,49.96448,-124.312328,Powell_River,100,55,33,1.29
391,382,49.980672,-124.386272,Powell_River,100,55,33,1.29
408,371,50.324964,-124.8514,Powell_River,100,55,33,1.29
409,396,50.42402,-123.9838,Powell_River,100,55,33,1.29
373,380,49.573328,-124.369736,Powell_River,100,55,33,1.29
420,373,50.598612,-124.842024,Powell_River,100,55,33,1.29
403,379,50.238852,-124.548192,Powell_River,100,55,33,1.29
426,382,50.7607,-124.555944,Powell_River,100,55,33,1.29
376,382,49.6463,-124.315232,Powell_River,100,55,33,1.29
393,383,50.028308,-124.361184,Powell_River,100,55,33,1.29
533,450,53.340336,-122.576336,Prince_George,100,55,33,1.34
608,467,55.059368,-122.23924,Prince_George,100,55,33,1.34
556,470,53.9027,-121.914568,Prince_George,100,55,33,1.34
588,444,54.554364,-123.044104,Prince_George,100,55,33,1.34
565,448,54.050728,-122.788416,Prince_George,100,55,33,1.34
557,432,53.829588,-123.359736,Prince_George,100,55,33,1.34
529,455,53.26318,-122.372744,Prince_George,100,55,33,1.34
571,481,54.263048,-121.551712,Prince_George,100,55,33,1.34
562,463,54.02066,-122.204608,Prince_George,100,55,33,1.34
552,430,53.712432,-123.412056,Prince_George,100,55,33,1.34
535,456,53.39982,-122.359672,Prince_George,100,55,33,1.34
586,480,54.596768,-121.646568,Prince_George,100,55,33,1.34
561,455,53.9789,-122.504928,Prince_George,100,55,33,1.34
580,456,54.40628,-122.547168,Prince_George,100,55,33,1.34
595,469,54.773224,-122.107864,Prince_George,100,55,33,1.34
596,446,54.738392,-123.003304,Prince_George,100,55,33,1.34
557,430,53.824084,-123.4354,Prince_George,100,55,33,1.34
540,459,53.518904,-122.2672,Prince_George,100,55,33,1.34
557,433,53.83232,-123.321888,Prince_George,100,55,33,1.34
579,484,54.448692,-121.46604,Prince_George,100,55,33,1.34
578,461,54.373808,-122.346696,Prince_George,100,55,33,1.34
574,454,54.267124,-122.598224,Prince_George,100,55,33,1.34
562,437,53.954832,-123.193248,Prince_George,100,55,33,1.34
554,451,53.812408,-122.627144,Prince_George,100,55,33,1.34
580,471,54.44218,-121.970384,Prince_George,100,55,33,1.34
541,421,53.441652,-123.698576,Prince_George,100,55,33,1.34
538,472,53.504276,-121.770144,Prince_George,100,55,33,1.34
565,432,54.00824,-123.397024,Prince_George,100,55,33,1.34
566,439,54.049548,-123.135456,Prince_George,100,55,33,1.34
604,461,54.955364,-122.456328,Prince_George,100,55,33,1.34
581,474,54.47142,-121.858816,Prince_George,100,55,33,1.34
605,446,54.9395,-123.04448,Prince_George,100,55,33,1.34
582,481,54.509388,-121.59284,Prince_George,100,55,33,1.34
562,469,54.0347,-121.976024,Prince_George,100,55,33,1.34
538,482,53.52608,-121.393528,Prince_George,100,55,33,1.34
566,457,54.095648,-122.449728,Prince_George,100,55,33,1.34
601,465,54.897976,-122.287968,Prince_George,100,55,33,1.34
547,468,53.696668,-121.955448,Prince_George,100,55,33,1.34
532,489,53.406188,-121.10916,Prince_George,100,55,33,1.34
565,470,54.104148,-121.949648,Prince_George,100,55,33,1.34
561,444,53.951,-122.92296,Prince_George,100,55,33,1.34
583,456,54.473364,-122.559992,Prince_George,100,55,33,1.34
555,461,53.859276,-122.252272,Prince_George,100,55,33,1.34
566,471,54.12882,-121.915368,Prince_George,100,55,33,1.34
574,437,54.222888,-123.2484,Prince_George,100,55,33,1.34
543,436,53.527692,-123.144936,Prince_George,100,55,33,1.34
572,443,54.194204,-123.010088,Prince_George,100,55,33,1.34
532,477,53.38096,-121.559952,Prince_George,100,55,33,1.34
552,470,53.813164,-121.899088,Prince_George,100,55,33,1.34
565,451,54.058356,-122.674168,Prince_George,100,55,33,1.34
595,269,54.064008,-129.74772,Prince_Rupert,100,55,33,1.71
605,271,54.29344,-129.75328,Prince_Rupert,100,55,33,1.71
610,259,54.345756,-130.24656,Prince_Rupert,100,55,33,1.71
566,258,53.373968,-129.923752,Prince_Rupert,100,55,33,1.71
557,260,53.185548,-129.778624,Prince_Rupert,100,55,33,1.71
603,263,54.21132,-130.037984,Prince_Rupert,100,55,33,1.71
591,266,53.96182,-129.827768,Prince_Rupert,100,55,33,1.71
606,252,54.223556,-130.476128,Prince_Rupert,100,55,33,1.71
613,246,54.347204,-130.7614,Prince_Rupert,100,55,33,1.71
617,274,54.571588,-129.737288,Prince_Rupert,100,55,33,1.71
633,274,54.923504,-129.868728,Prince_Rupert,100,55,33,1.71
573,271,53.58922,-129.498552,Prince_Rupert,100,55,33,1.71
635,262,54.909468,-130.344064,Prince_Rupert,100,55,33,1.71
575,247,53.518368,-130.402808,Prince_Rupert,100,55,33,1.71
578,270,53.694628,-129.57496,Prince_Rupert,100,55,33,1.71
561,252,53.23524,-130.104256,Prince_Rupert,100,55,33,1.71
583,263,53.771624,-129.875136,Prince_Rupert,100,55,33,1.71
600,278,54.216136,-129.449584,Prince_Rupert,100,55,33,1.71
616,247,54.418024,-130.74968,Prince_Rupert,100,55,33,1.71
608,272,54.364156,-129.739864,Prince_Rupert,100,55,33,1.71
626,254,54.6724,-130.57132,Prince_Rupert,100,55,33,1.71
572,249,53.462308,-130.304256,Prince_Rupert,100,55,33,1.71
594,273,54.060796,-129.589776,Prince_Rupert,100,55,33,1.71
622,255,54.58958,-130.49912,Prince_Rupert,100,55,33,1.71
568,269,53.469848,-129.533488,Prince_Rupert,100,55,33,1.71
581,264,53.732392,-129.821864,Prince_Rupert,100,55,33,1.71
632,275,54.906264,-129.822216,Prince_Rupert,100,55,33,1.71
568,277,53.506736,-129.237392,Prince_Rupert,100,55,33,1.71
576,278,53.687556,-129.261872,Prince_Rupert,100,55,33,1.71
569,256,53.43034,-130.0216,Prince_Rupert,100,55,33,1.71
568,275,53.497584,-129.311464,Prince_Rupert,100,55,33,1.71
578,260,53.647364,-129.946256,Prince_Rupert,100,55,33,1.71
565,262,53.370988,-129.768336,Prince_Rupert,100,55,33,1.71
630,266,54.819144,-130.149104,Prince_Rupert,100,55,33,1.71
612,272,54.452148,-129.772344,Prince_Rupert,100,55,33,1.71
603,270,54.244716,-129.774744,Prince_Rupert,100,55,33,1.71
611,272,54.430152,-129.764208,Prince_Rupert,100,55,33,1.71
630,268,54.828808,-130.072864,Prince_Rupert,100,55,33,1.71
631,270,54.860412,-130.00492,Prince_Rupert,100,55,33,1.71
589,251,53.84542,-130.3708,Prince_Rupert,100,55,33,1.71
577,263,53.639672,-129.826944,Prince_Rupert,100,55,33,1.71
612,261,54.39942,-130.187872,Prince_Rupert,100,55,33,1.71
604,247,54.154812,-130.6466,Prince_Rupert,100,55,33,1.71
596,274,54.109484,-129.568184,Prince_Rupert,100,55,33,1.71
567,263,53.419708,-129.747296,Prince_Rupert,100,55,33,1.71
601,259,54.148044,-130.171624,Prince_Rupert,100,55,33,1.71
564,262,53.348988,-129.760416,Prince_Rupert,100,55,33,1.71
564,270,53.386436,-129.465352,Prince_Rupert,100,55,33,1.71
626,265,54.726412,-130.15356,Prince_Rupert,100,55,33,1.71
579,244,53.591332,-130.546944,Prince_Rupert,100,55,33,1.71
487,415,52.219332,-123.666312,Punzi_Mountain,100,55,33,1.26
505,373,52.490752,-125.28968,Punzi_Mountain,100,55,33,1.26
471,412,51.853692,-123.701208,Punzi_Mountain,100,55,33,1.26
470,404,51.808252,-123.985248,Punzi_Mountain,100,55,33,1.26
468,420,51.809108,-123.398736,Punzi_Mountain,100,55,33,1.26
467,371,51.638484,-125.15664,Punzi_Mountain,100,55,33,1.26
457,372,51.419192,-125.068,Punzi_Mountain,100,55,33,1.26
504,393,52.533048,-124.55272,Punzi_Mountain,100,55,33,1.26
487,430,52.260576,-123.11944,Punzi_Mountain,100,55,33,1.26
493,402,52.315312,-124.168704,Punzi_Mountain,100,55,33,1.26
501,410,52.51738,-123.914936,Punzi_Mountain,100,55,33,1.26
484,423,52.174652,-123.361352,Punzi_Mountain,100,55,33,1.26
494,423,52.397968,-123.406264,Punzi_Mountain,100,55,33,1.26
507,379,52.555124,-125.081128,Punzi_Mountain,100,55,33,1.26
496,369,52.277088,-125.385936,Punzi_Mountain,100,55,33,1.26
467,412,51.764416,-123.6828,Punzi_Mountain,100,55,33,1.26
453,408,51.440548,-123.762104,Punzi_Mountain,100,55,33,1.26
493,412,52.344668,-123.803752,Punzi_Mountain,100,55,33,1.26
487,403,52.184484,-124.103048,Punzi_Mountain,100,55,33,1.26
454,397,51.430652,-124.160176,Punzi_Mountain,100,55,33,1.26
480,405,52.034264,-123.996736,Punzi_Mountain,100,55,33,1.26
502,419,52.565456,-123.58944,Punzi_Mountain,100,55,33,1.26
472,408,51.864528,-123.850328,Punzi_Mountain,100,55,33,1.26
458,390,51.498604,-124.43,Punzi_Mountain,100,55,33,1.26
511,363,52.590144,-125.68892,Punzi_Mountain,100,55,33,1.26
454,369,51.342552,-125.159104,Punzi_Mountain,100,55,33,1.26
441,400,51.149596,-123.991608,Punzi_Mountain,100,55,33,1.26
446,389,51.22806,-124.406616,Punzi_Mountain,100,55,33,1.26
458,408,51.552128,-123.78516,Punzi_Mountain,100,55,33,1.26
464,404,51.674404,-123.956832,Punzi_Mountain,100,55,33,1.26
503,417,52.582132,-123.667536,Punzi_Mountain,100,55,33,1.26
492,374,52.204792,-125.182456,Punzi_Mountain,100,55,33,1.26
461,382,51.540476,-124.731368,Punzi_Mountain,100,55,33,1.26
485,426,52.205156,-123.256528,Punzi_Mountain,100,55,33,1.26
461,398,51.589744,-124.158016,Punzi_Mountain,100,55,33,1.26
507,389,52.587332,-124.714784,Punzi_Mountain,100,55,33,1.26
507,401,52.624472,-124.274472,Punzi_Mountain,100,55,33,1.26
484,392,52.084244,-124.487648,Punzi_Mountain,100,55,33,1.26
463,415,51.683588,-123.556528,Punzi_Mountain,100,55,33,1.26
503,404,52.544296,-124.1446,Punzi_Mountain,100,55,33,1.26
483,392,52.06196,-124.482616,Punzi_Mountain,100,55,33,1.26
437,420,51.116768,-123.262792,Punzi_Mountain,100,55,33,1.26
505,381,52.517132,-124.997208,Punzi_Mountain,100,55,33,1.26
464,384,51.613624,-124.674976,Punzi_Mountain,100,55,33,1.26
519,367,52.78182,-125.587776,Punzi_Mountain,100,55,33,1.26
507,371,52.528536,-125.373816,Punzi_Mountain,100,55,33,1.26
486,392,52.128816,-124.49772,Punzi_Mountain,100,55,33,1.26
435,409,51.041656,-123.64456,Punzi_Mountain,100,55,33,1.26
499,367,52.337044,-125.475304,Punzi_Mountain,100,55,33,1.26
495,423,52.4203,-123.410784,Punzi_Mountain,100,55,33,1.26
540,408,53.381368,-124.18024,Quesnel,100,55,33,1.58
517,477,53.045024,-121.505728,Quesnel,100,55,33,1.58
505,423,52.643596,-123.4562,Quesnel,100,55,33,1.58
514,488,53.000808,-121.08564,Quesnel,100,55,33,1.58
498,455,52.569696,-122.24884,Quesnel,100,55,33,1.58
519,422,52.953388,-123.557624,Quesnel,100,55,33,1.58
493,442,52.42586,-122.706096,Quesnel,100,55,33,1.58
514,461,52.941892,-122.089584,Quesnel,100,55,33,1.58
505,446,52.70424,-122.60872,Quesnel,100,55,33,1.58
508,445,52.768804,-122.658088,Quesnel,100,55,33,1.58
527,433,53.16222,-123.185424,Quesnel,100,55,33,1.58
526,402,53.0511,-124.333032,Quesnel,100,55,33,1.58
511,484,52.925404,-121.224232,Quesnel,100,55,33,1.58
518,493,53.100436,-120.91252,Quesnel,100,55,33,1.58
522,378,52.885688,-125.19952,Quesnel,100,55,33,1.58
526,447,53.176296,-122.659144,Quesnel,100,55,33,1.58
521,432,53.0255,-123.195776,Quesnel,100,55,33,1.58
509,487,52.88674,-121.106,Quesnel,100,55,33,1.58
527,379,53.000272,-125.19008,Quesnel,100,55,33,1.58
522,403,52.964956,-124.275808,Quesnel,100,55,33,1.58
507,459,52.780556,-122.13648,Quesnel,100,55,33,1.58
511,482,52.921248,-121.298552,Quesnel,100,55,33,1.58
528,442,53.208256,-122.854208,Quesnel,100,55,33,1.58
519,404,52.901084,-124.223792,Quesnel,100,55,33,1.58
520,415,52.955808,-123.821664,Quesnel,100,55,33,1.58
518,426,52.942168,-123.4048,Quesnel,100,55,33,1.58
509,459,52.825308,-122.14428,Quesnel,100,55,33,1.58
512,413,52.77152,-123.857288,Quesnel,100,55,33,1.58
495,452,52.495364,-122.34728,Quesnel,100,55,33,1.58
529,485,53.330756,-121.24904,Quesnel,100,55,33,1.58
523,440,53.091328,-122.90716,Quesnel,100,55,33,1.58
510,450,52.825984,-122.481432,Quesnel,100,55,33,1.58
520,401,52.914296,-124.339712,Quesnel,100,55,33,1.58
523,427,53.056576,-123.390552,Quesnel,100,55,33,1.58
535,413,53.284664,-123.96868,Quesnel,100,55,33,1.58
522,415,53.000436,-123.831256,Quesnel,100,55,33,1.58
